text,predicted,true
"capsule : the much anticipated re-adaptation of the pierre boulle novel comes to the screen as a dark and a little dreary film with lots of chases and fighting , but very little intelligence . 
visually there is much to like about this version , but the approach is to take an adventure after the style of gulliver's travels and treat it as an action film . 
that makes it a film without much center . 
 , 0 ( -4 to +4 ) 
pierre boulle , author of the bridge on the river kwai , wrote planet of the apes ( a . k . a . monkey planet ) , the novel , as a social satire . 
it reads a lot like a fifth book of gulliver's travels . 
humans discover a planet in which the roles of apes and humans have been reversed , not unlike the roles of horses and humans on jonathan swift's island of the houyhnhnms . 
the novel moves somewhat slowly to create some suspense in revealing all the things most film fans know to be true about the nature of the planet . 
it seems to me there is also a statement about human cruelty to animals , but perhaps i was just looking for that . 
when rod serling adapted the novel into a film released in 1968 , he added a number of serling touches , familiar from episodes of the twilight zone and changed the ending to make it more serling-ish . 
the final irony of the original version has become film history . 
without it there could never have been a "" planet of the apes "" film series . 
i can surmise only that serling ran into serious script problems in how to handle the tricky question of language . 
in the book the apes had their own language and the human eventually learned that language . 
that could have been done in the film , but that would have required the entire film to be subtitled for the non-ape-speaking . 
serling avoided this by having the apes speak english and , of course , there is some justification for that by the end of the film . 
justifying why the apes spoke english may have even been the inspiration for his surprise ending . 
but serling never tackles the all-important question of why a supposedly intelligent human never shows any curiosity or even surprise that the apes speak his own language , a language they had no opportunity to ever hear . 
few viewers questioned this serious plot hole , however , and the film has become well respected in cinema history . 
partial credit at least should go to jerry goldsmith whose extremely inventive score is one of goldsmith's best if not his best . 
when the film's success called for sequels , the filmmakers turned up the violence and they added well-intentioned , though not very subtle , political messages about what was happening in the united states of the 1960s and 1970s . 
while the first film had a little shooting of guns and what was there seemed a little half- hearted , by the second film , beneath the planet of the apes , there was a good deal more violence and from that point on the series had a lot of violence and chases . 
the series concluded with battle for the planet of the apes in 1973 . 
now director tim burton tries his hand at adapting the original book again . 
for those who thought that the 1968 version was not very faithful to the book , burton's new version is even less faithful . 
first , he does not really reverse the roles of the humans and the apes . 
he has them both be intelligent , articulate races battling for a dominance of the planet currently in the hands , uh , make that paws , of the apes . 
that could be a good story too , but it is not planet of the apes . 
as with the mission impossible films and so many other cinematic homages to the third quarter of the last century , the title makes promises that the filmmakers have no intention of honoring . 
in 2029 leo davidson ( mark wahlberg , not this world's most expressive actor ) works on a space station increasing the intelligence and usefulness of apes . 
then a convenient time storm sweeps him up wizard-of-oz-fashion and drops him on an alien planet . 
 ( yes , he survives this storm , but then no storm is perfect . ) 
he quickly finds , not greatly to any surprise he shows , that on this planet apes rule and humans drool , but everybody talks . 
and the language they talk is earth- english . 
apparently it does not even occur to leo that there is a mystery that needs to be explained about that . 
the fact it does not occur to leo and apparently didn't occur to tim burton either is the heart of the real horror of this film . 
both just assumed that if apes were going to talk the language they would speak would be english . 
in any case having one talking race dominating another makes this not a look at human-animal relationships and more one of the master-slave relationships . 
outside of sudan and a few other countries this is a less relevant topic . 
leo is captured to be used as a slave but also is discovered by ari , played by helena bonham carter . 
ari is an attractive ape with close ties to high political power . 
she is bent on making the world a better place . 
perhaps in a previous draft of the script she was called hil-ari . 
in any case with makeup that stifles her usual pout , carter is just about as attractive as she has ever been in a film . 
she may want to consider this to become her standard look from this point forward . 
it is not long before leo escapes with some human and only a couple of sympathetic apes . 
this is a further abandonment of the source material . 
the chase severely limits the interplay of ape and human and the examination of each's place in this reversed society , each important in the book . 
we cannot see how the society works because most of the screentime society has broken down . 
we see the humans either separated from the apes or fighting them . 
burton chooses visceral thrills over cerebral ones at almost every turn . 
this is a miscalculation , as characters so lacking in empathy value are difficult ones to place much emotional investment in . 
they are basically chess pieces and the viewer has little reason to root for them to win . 
the 1968 script had little subtlety , with lines like "" i never met an ape i didn't like , "" but at least we cared for what happened to taylor , the main character . 
most of what this film has to offer is in the visuals . 
the visual work is spotty but generally nicely done except that so much of the film takes place in the night or in fog . 
this tends to limit close looks at the makeup . 
in general it seems much improved from 1968 . 
the makeup team is led by rick baker instead of john chambers , who did it for the 1968 version . 
in 1968 chambers makeup was a jaw-dropper . 
it was realistic enough to almost be believable but flexible enough to show emotion . 
chambers is good , but if anyone had a chance to best him it would have to be baker . 
today audiences have higher expectations ; baker's visualization is really an improvement . 
these visuals work nicely . 
what does not work is the wire- assisted leaps some of the apes make . 
they look like they were inspired by the physics- defying leaps of crouching tiger , hidden dragon . 
apes spring incredible distances . 
some of the best scenes are apes running into battle looking like they have ape posture , but when they start flying through the air the effect is lost . 
one final visual problem is that the film frequently shows its budget in what should be spectacular battle scenes the camera shows us only a small group of people close-up . 
since the days of lon chaney and boris karloff few actors have crossed over to stardom in a role that required heavy make-up . 
the one actor who has a shot is paul giamatti . 
it is not that his lines are so good , most are silly jokes . 
but he delivers them very well . 
he was always a watchable actor , but has not yet made stardom . 
as the ape-trader limbo he over-emotes to overcome his ape make-up , but does it very well . 
in doing so he makes himself the most interesting thing on the screen . 
he is probably the best thing in the film and conjures up memories of peter ustinov's performance in spartacus . 
as an in-joke there are several lines in the script borrowed from the 1968 film and an old ape played by charleton heston becomes an allusion to the first film by itself . 
danny elfman's score has a nice primitive feel , but jerry goldsmith's 1968 tour de force score is a real classic . 
that score and the whole film will be remembered when the 2001 film is forgotten . 
i rate the remake 4 on the 0 to 10 scale and a 0 on the -4 to +4 scale .",1,0
"a movie about divorce and custody in 1995 seems about as timely as a movie about mood rings . 
family breakups have been an all too familiar part of the american landscape for nearly thirty years , and countless dramas have told stories of acrimonious court battles in hand-wringing detail . 
still , i can't recall a comedy about the subject before bye bye love . 
and after it , i still can't . 
bye bye love is rarely funny , more often a weak and melodramatic retread of common tv-movie fare . 
only a few moments which have nothing to do with the film's main premise offer big laughs instead of cliched emotion . 
bye bye love follows one weekend in the lives of three divorced fathers who get weekend custody of their children . 
dave ( matthew modine ) , a father of two , is an inveterate womanizer having difficulty staying faithful to his latest girlfriend ; vic ( randy quaid ) is a foul-humored father of three about to go on a rare date ; donny ( paul reiser ) pines for his ex-wife and has trouble relating to his teenage daughter emma ( eliza dushku ) . 
over the course of the weekend , the three men face various crises , including vic's blind date from hell ( janeane garofolo ) and donny's growing estrangement from emma . 
the three lead actors form a rather unlikely combo , and the quality of their performances is of widely varying quality . 
randy quaid is the best of the three , bitter without being irritating , gleefully spiteful without being frightening . 
his run-ins with is ex-wife ( lindsey crouse ) are a bit over-played , though , and his confrontation with a pompous radio psychologist ( rob reiner ) is gimmicky and implausible . 
he does get bye bye love's best sub-plot , a hilarious dinner date with a gloriously demented janeane garofolo , and he does a great slow burn . 
paul reiser really has only one character , his slightly befuddled , uptight nice guy "" mad about you "" persona , but he does it well . 
as a personality , he is appealing , but as a character , he becomes pretty boring here . 
matthew modine , is , quite simply , terrible . 
this isn't a performance good enough to be called mailed-in ; he even forgot to put a stamp on it . 
modine lacks any charm in an appallingly under-written role , looks bored most of the time , and gets stuck with a trite little speech about how it's all his father's fault he's such a cad . 
carolco's executives , whose entire future is resting on modine's bankability for the upcoming cutthroat island , must be sweating buckets right now . 
bye bye love basically comes off as a very confused movie , because it spends far too much of its time on the new relationships of its main characters instead of on the relationships between the fathers and their kids , making it just another "" dating in the 90s "" movie . 
when the movie does deal with the children at all , it is to have one of them scream out an accusation and/or cry , perhaps to be resolved later by a sensitive talk and a hug , perhaps not . 
even more confusing is a sub-plot featuring the late ed flanders as a widower who goes to work and a mcdonald's and befriends a troubled youth . 
it is a sad end to flanders' career , getting caught up in a truly annoying over-use of mcdonald's as a location , a plot device and , apparently , a major advertiser . 
even if bye bye love had decided to spend its time focusing exclusively on the parent-child relationships , it still would have been pretty difficult to pull off , because ultimately there is very little humor one can wring from family break-ups and their effects on children . 
any way you slice it , it is a bad situation for kids , and the makers of bye bye love mostly go for the heartstrings when dealing with the single parenting issue . 
it is left to the dads' romantic fumblings to probide what little humor there is , and it isn't enough . 
there have been comparisons between bye bye love and parenthood , but parenthood was both genuinely funny and genuinely touching . 
bye bye love is a genuine shame .",1,0
"ever since wargames , the first real computer hacking movie , hollywood has attempted to produce more and more films about hacking . 
these films usually show the audience a look into computers that really is not impossible and is usually ridiculous . 
if it's not this , the exaggeration about what is real is usually greater than you would expect . 
hackers is guilty of all of these crimes . 
to anyone familiar with computers and/or the internet , most of the movie is so incredibly stupid that you can't take it anymore . 
those of you who frequent one of the greatest sites on the world wide web , the internet movie database , are probably aware of the section for movies entitled "" goofs "" . 
this is the section for mistakes in the movies . 
well , imdb sums up hackers extremely well with the first goof listed : "" generally ill-informed and ridiculous to the extreme regarding the capabilities of computers and technology "" . 
and truthfully , this is one-hundred percent correct . 
the plot , obviously , centers around computer hacking . 
more specifically , it follows the exploits of dade murphy , a young computer hacker played by jonny lee miller . 
miller should be extremely thankful for the film trainspotting , because if it were not for that , who knows where his career would be now after hackers . 
the film opens with a young dade murphy being arrested for hacking computer systems . 
he was forbidden to use a computer until he turned eighteen years old . 
the film then picks up at that point , an eighteen year old dade murphy hacking away at the computer . 
dade later meets up with fellow hackers acid burn ( angelina jolie ) , cereal killer ( matthew lillard ) , lord nikon ( laurence mason ) , and the phantom phreak ( renoly santiago ) , who are basically trying to do what is next to impossible : hack the gibson computer and not get caught by the fbi . 
oh , and as a little sub-plot , dade also tries to woo acid burn , the only female hacker in the film . 
really , i can't think of much more to say about the film's plot aside from what i've said . 
it's just a bunch of computer geeks ( no , obsessive compulsive computer geeks a little too advanced for reality ) running around hacking computers and staying away from the fbi . 
thanks to this movie , the public unfamiliar with computers now has a distorted viewpoint of computers and what they can do . 
this movie makes computers look a little bit too advanced for their time , and the frivolous suggestions it makes are too many to list . 
to sum it up , hackers is a terrible computer film . 
if you're looking for a film about computers closer to what goes on in the real world , i suggest sneakers . 
although at times it too may seem a little far fetched , it should be much more believable than hackers to regular computer users . 
hopefully , this film didn't influence too many young computer users out to think they can do what is portrayed in this 105 minute waste of time .",1,0
"i can't recall a previous film experience where the fairly good time i was having turned as sour as quickly as it did during feeling minnesota . 
for forty minutes or so , i was lured into a loopy if occasionally over-wrought romantic comedy , and i was even giving keanu reeves the benefit of the doubt . 
then , rather suddenly , i was clubbed over the head with a nasty bit of violence ; shortly thereafter , i was whacked in the gut by another . 
feeling minnesota is a film that made me feel violated , as though i had trusted writer-director steven baigelman to bring me a cool glass of water and instead he threw acid in my face . 
feeling minnesota tells the story of a topless dancer named freddie ( cameron diaz ) who finds herself in deep trouble when her boss red ( delroy lindo ) suspects her of stealing from him . 
red's punishment is to force freddie to marry his bookkeeper , sam clayton ( vincent d'onofrio ) , who is far from the man of freddie's dreams . 
enter jjaks ( keanu reeves ) , sam's estranged younger brother , who arrives at the wedding just in time to catch freddie's eye and have sex with her in the bathroom . 
united in their mutual attraction and their mutual loathing of sam , jjaks and freddie take off together , but sam isn't ready to let them go without a fight . 
freddie , meanwhile , isn't ready to let sam's money go without a fight , and thus begins a series of violent confrontations . 
there is both style and substance to the beginning of feeling minnesota , as baigelman opens with an effective montage showing jjaks and sam's intense sibling rivalry as boys , and their mother ( tuesday weld ) sending jjaks away to live with his father . 
it does a great job of setting up jjaks' unstable life , a life which has landed him in trouble for petty crimes and always trying to please his family ; reeves' wounded look is just right for jjaks . 
the wedding sequence includes a number of nice moments , most notably the aforementioned bathroom scene in which a simple question is given a very funny spin . 
most important , baigelman begins to establish the connection between freddie and jjaks with humor and economy , as in a scene where they both spontaneously begin singing along to the replacements' "" i will dare "" on the car radio . 
you would have every reason to expect that relationships -- both familial and romantic -- would be the focal point of feeling minnesota . 
unfortunately , you would be dead wrong . 
i suppose i should have expected daisies and valentines after an early scene in which red threatens freddie as she tries to avoid the wedding , but i certainly didn't expect what i got . 
what i got was yet another in a long line of recent films trying to ride the tarantino wave by mixing gags and brutality , or rather creating gags about brutality . 
suddenly , the story of romantic entanglements and family conflict becomes a story about a corpse , and everything which had come before degenerates so completely that virtually nothing is recognizable . 
the sibling rivalry not only becomes little more than an excuse for one round of beatings after another , but there is no consistency to the characterizations . 
vincent d'onofrio turns in a manic performance as sam , whose jealousy , competitiveness and apparent sense of inferiority seem far more in keeping with what we know about jjaks , while reeves turns into a framed hero too reminiscent of chain reaction , and both of them spend most of the second half of the film screaming and covered in blood . 
there are films which have managed to employ a radical shift in tone successfully ( jonathan demme's something wild and neil jordan's the crying game come to mind ) , but they didn't try to draw an audience with the promise of relatively innocuous entertainment . 
i don't want to dismiss baigelman's successes out of hand -- he gets a fun performance out of dan aykroyd as a crooked cop , and some well-crafted comic moments -- and it is not his fault that fine line has chosen to promote feeling minnesota as a light-hearted caper . 
it _is_ his fault that he violates his own characters for the sake of shock value , and that he can't make his two halves into a whole . 
feeling minnesota left me feeling used , and there's not much funny about that .",1,0
"the swooping shots across darkened rooftops suggest a very tim burton movie , but , alas , no caped crusader descends to save * this * film . 
instead , it's a skeletal housemaid ( julia roberts ) who must bear witness to this unfortunate retelling of "" dr . 
jekyll and mr . hyde . "" 
for a few , fleeting , maddening moments , director stephen frears ( dangerous liaisons ) gets everything just right-- the tone , the colors , the characters ; all the ingredients to make a most-powerful potion out of valerie martin's best-selling novel . 
yet it fizzles too quickly ; the volatile mixture losing potency from the very first scene . 
casting is a large part of the problem . 
the story all but collap- ses around ms . roberts-- she doesn't have the range for this kind of drama . 
her accent also comes and goes , though it's nowhere near as glaring as the total lack of chemistry between her and co-star john malkovich . 
 ( he looks the same in both of his roles-- an incredible fact that's missed by everyone in the story ! ) 
the very british supporting cast-- including michael gambon and george cole-- gives credibility to the smaller parts . 
glenn close also appears as a madam that the good doctor calls upon . 
her performance is as close to intentional camp as the movie ever gets and-- as a bonus-- offers a likely peek at her upcoming cruella de ville in the live-action 101 dalmantions . 
the biggest botch in mary reilly is suspense : there is none . 
no terror , no tension ; nothing . 
without any weight , wit , or wonder to propel the story , the viewer is left with little more to do than pay attention to the period detail , a few buckets of blood , and stuart craig's fabulously dreary production design . 
all of which gets old after about an hour , at which point i recommend leaving . 
 ( the pacing in the second-half is especially abominable . 
if you * do * stick it through , your sole reward is a half-hokey special effect depicting the infamous transformation . ) 
mr . frears reportedly recut his film several times , missing several release dates in the process . 
 ( obviously , no one advised him to throw up his hands and just turn the whole damned thing over to mel brooks . 
blucher ! ) 
mary reilly is the second robert louis stevenson story of the month , after muppet treasure island . 
perhaps mr . frears should consult with brian henson on future projects . 
i daresay that even ms . piggy is a better choice for a certain roles than julia roberts . 
and she does have a great chop !",1,0
"the comet-disaster flick is a disaster alright . 
directed by tony scott ( top gun ) , it tells the story about an asteroid the size of texas caught on a collision course with earth . 
and you thought that dinky little comet in deep impact was trouble . 
jeez . 
after a great opening , in which an american spaceship , plus the city of new york , are completely destroyed by a comet shower , nasa detects the said asteroid and go into a frenzy . 
they hire the world's best oil driller ( bruce willis ) , and send him and his crew up into space to fix our globel problem . 
that's like sending a mouse into a cat carrier , isn't it ? 
the action in armageddon are so over the top , nonstop , and too ludicrous for words , i had to sigh and hit my head with my notebook a couple of times . 
i was not alone . 
plus , to see a wonderful actor like billy bob thornton is a film like armageddon is a waste of the actor's talents . 
the film is just a reel to show off a bunch of snazzy fx shots . 
the only real reason for making this film was to somehow out-perform deep impact . 
producer jerry bruckheimer fails with armageddon .",1,0
"synopsis : lifelong friends rafe ( affleck ) and danny ( hartnett ) join the us air force and are stationed at pearl harbor , hawaii . 
rafe goes to england to fight alongside british pilots and is seemingly killed in action . 
danny falls in love with rafe's girlfriend , evelyn ( beckinsale ) , but rafe survives and returns to confront his former friend . 
meanwhile , the japanese sneak attack is imminent . . . 
review : "" pearl harbor "" is a perfect example of movies as product rather than as art . 
it is little more than a crassly-calculated attempt to woo the masses , enticing them with big stars , big effects , and a big setting -- but no heart . 
it is difficult to criticise the actors , because they do everything the movie demands of them . 
sadly , this amounts to barely more than reciting dialogue of such sheer banality that it makes one eager to see the script randall wallace wrote with his right hand at the same time as he was writing "" pearl harbor "" with his left . 
the plot here is pure cliche , and the wartime setting simply a convenient backdrop . 
there is no genuine exploration of what pearl harbor meant to the united states , and no insight into its vital role in inciting that country to join world war ii . 
instead , there is just an assembly-line love triangle , some empty patriotic rhetoric , and a laughable attempt to placate japanese viewers via the inclusion of some reticent imperial commanders ( when one intones , "" i fear all we have done is to awaken a sleeping giant "" , i nearly fell out of my seat ) . 
to the movie's credit , it does include a fantastic portrayal of the attack itself , an exciting and dizzying hour which plunges viewers into the war . 
if only the remaining two hours had been crafted with such skill , perhaps this memorial day non-event would have been worth watching .",1,0
"adam sandler turns up the charm in his latest romantic comedy , the wedding singer . 
unfortunately , that also has the effect of softening his edge . 
he's nowhere near his peak of happy gilmore , not that it was much of one . 
he's certainly not helped here by a rather frail plot . 
the year is 1985 , letting the whole film obsess with 80s nostalgia . 
adam sandler is nice guy robbie , the titular wedding singer , who entertains at the local reception hall by belting out his interpretations of classic 80s hits . 
robbie's life is thrown into turmoil when his fiancee , linda ( angela featherstone ) , leaves him at the altar . 
however , things are looking up when he meets julia ( drew barrymore ) , a waitress at the hall . 
she's the perfect woman , but for one small flaw : she's engaged to be married to a slick junk bond king , glenn ( matthew glave ) . 
so , most of the film deals with the slow realization by robbie that he and julia are in love , and his attempts to stop the wedding . 
as far as plots go , it's a pretty thin and tired one . 
to fill the gaps , the wedding singer delivers heaping spoonfuls of 1980s nostalgia . 
from boy george to michael jackson , from miami vice to dallas , from the first cds to the last rubik's cubes , this film revels in all the minutiae . 
and then there's the music . . . 
learning a lesson from the successful soundtracks to grosse pointe blank , and romy and michele's high school reunion , this film packs more 80s songs in the film than the running time will allow . 
as a result , most songs get maybe a lyric or a half , but you can almost see the bright gleam in the record executives' eyes : the wedding singer vols . 
2 , 3 , and 4 ! 
while the nonstop 80s riffs get incredibly tiring , at least they distract you from the plot . 
at least last year's my best friend's wedding stirred up the standard "" keep your true love from marrying someone else "" plot by making the rival a nice person . 
here , glenn is such a lowly rat of a man that you never see what julia saw in him . 
barrymore , on the other hand , is simply charming as julia . 
which leaves us with adam sandler . 
he's at his best in the film when his nice guy persona fades a little ( such as when he has a breakdown on stage during a wedding reception ) . 
when he's in full nice-guy mode , he's more pathetic than endearing . 
the film boasts several cameos ( most notably by steve buscemi and jon lovitz ) . 
but none of them work well at all . 
buscemi's role as a drunken best man simply fails to be humorous . 
lovitz , on the other hand , as a rival wedding singer , makes you long for his good old days on saturday night live , where he was actually funny . 
the only cameo which has some appeal is a guest appearance by a classic 80s rocker during the film's finale ( surprisingly , one of the only plot-related scenes which actually works . ) 
adam sandler still has some work to do before he can become a dependable leading man . 
while he attempts to change his image in the wedding singer , the end result is no net gain .",1,0
"out of sight director steven sorderbergh baffles the hell out of us all in the limey , a cold , uninvolving , confusing new thriller . 
though the plot description may at first seem like it came from the pen of elmore leonard ( author of out of sight , as well as jackie brown , get shorty and pulp fiction ) , after you watch it , you realize that it's not nearly good enough . 
in an aggressively non-linear fashion , the limey ( li * mey , noun : an english gentleman ) tells the story of wilson ( terrence stamp ) , a british ex-con just released from a 9 year stint in prison for armed robbery . 
he has come to the us to seek vengeance for the death of his daughter jenny . 
he doesn't know much about the circumstances of her demise , all he has is a name : terry valentine . 
valentine was jenny's former boyfriend , a wealthy and corrupt record executive . 
he's played by peter fonda , in his first major role since the terrific ulee's gold in 1997 . 
seeking valentine's reclusive place of residence turns out to be no easy task for wilson . 
he finally finds the impressive abode high in the mountains and sneaks in just as valentine is having a big party . 
he winds up breaking his cover eventually , setting off valentine's head of security and valentine himself , who decides to run for it . 
what a mess . 
i have no problem when films refuse to be constricted by the linearity of time -- pulp fiction , which twisted time every which way , was a masterpiece -- but i do take exception to movies that decide to play around with it for no reason other than to confuse the viewer . 
the limey does exactly that . 
the plot is permeated with flashbacks , flash-forwards and what can only be described as random time-travel , without any evident purpose . 
there is no method to this movie's madness . 
it uses a fancy way to tell a story that would be better off told more conventionally and more comprehendably . 
the plot isn't particularly interesting in the first place : traditional , mildly hackneyed and not very involving . 
this is a sort of brooding film -- our protagonist doesn't speak much and the action sequences are done with an annoyingly perfunctory attitude . 
i felt like the director wasn't very interested in the proceedings himself , almost like he made this film for a paycheck . 
ditto for the editing , which seems to be deliberately sloppy and unpleasant . 
sixties icon terrence stamp manages to at least be menacing as the aging criminal . 
he's not much in the way of stature but he has a surprisingly imposing physical presence that works to his advantage here . 
peter fonda is an unbelievably underrated actor : he's shy , quiet but always effective . 
he's adept at conveying emotions through speech rather than expression : his feelings don't always show on his face by you can always tell what they are . 
this is basically a conventional thriller told in a pretentiously bizarre fashion . 
why soderbergh couldn't just parrot down and tell a story , i don't know , but what he does do certainly doesn't work . 
the result is a wild cornucopia of images that amount to precisely nil -- even the action scenes don't work . 
1999 may have signified the death of the traditional act one - act two - act three storyline , but obviously some movies have not yet transcended it . 
shall we go back to basics ?",1,0
"like a good action film should , "" metro "" has action that keeps you involved . 
some action films have action sequences that are so conventional , our attention is detracted and diverted by other thoughts . 
 "" the ghost in the darkness , "" which opened a few months ago , is a film that s action was so bland and uninvolving , it not only invited my thoughts to divert me , it nearly put me asleep . 
but "" metro "" is one of the best action films in a while . 
it is hip , sharp , nifty , and has nice little pieces of suspense and comedy . 
eddie murphy was in bad shape for a while . 
and this invites me to mention last year s "" the nutty professor , "" which was his blessed revival back to the position at which he used to be . 
 "" metro "" happens to be a lot better than any film in the "" beverly hills cop "" series . 
that is because "" metro "" takes itself seriously , but doesn t prevent itself from having a little fun . 
eddie murphy is at his best in the roles of responsible , and controlled people . 
the "" beverly hills cop "" movies all featured eddie as a reckless , wild cop , always crossing the line by just an inch . 
in "" metro "" he plays a hostage negotiator , so negotiation is his job , not his hobby or his preferred way out of trouble . 
his character in "" metro "" takes himself seriously . 
eddie murphy s mischievous trademark grin is hardly anywhere to be found in "" metro , "" and perhaps it is quite better off that way . 
murphy plays scott roper , and as i previously mentioned , he is a san francisco hostage negotiator . 
in the first tense situation in the film , we are introduced to roper s kind of work , as he tries to calm down a confused , unkempt young criminal who has taken captive the entire capacity of the san francisco bank he is holding up . 
murphy handles the scene seriously , without his usual happy-go-lucky , misfit humor . 
the film develops when its villain is established , and the villain here is the beguiling michael korda , a jewel thief , and murderer who likes to let cops know of his hostage fatalities by giving them the ear of the victim . 
 "" metro "" takes different twists and slight turns , and there is one great , virtuoso chase scene , involving the a cable car . 
cars flip . 
cars crash . 
cars turn over . 
and it is done so good in this film , i was reminded of "" speed , "" and the speeding bus that couldn t go under fifty mile per hour for very significant reasons . 
there are also some other good scenes in "" metro "" that a lot of films would rather choose not to have . 
scenes like the one with roper and his new partner are at the horse track roper is a gambler who knows all the tricks and roper teaches his partner a few little methods of betting and winning . 
of course , the writers tried to disguise the scene as being insignificant by having roper draw parallels between hostage negotiation and gambling . 
the scenes between roper and his girlfriend are nice , too . 
those are the scenes that make up "" metro , "" which is mainly about eddie murphy s maturing as a personality . 
the actor that i most enjoyed seeing in "" metro "" was michael rapaport , who plays roper s new partner , a lip-reading , book-skimming genius , and a master of observation . 
it was not the actor s presence that pleased me as much as the role he was cast in the role of a proclaimed genius . 
rapaport is an actor who i usually see in the role of the dimwit the really , really dopey dimwit . 
i hardly recognized him in "" metro , "" and it was quite a joy to be able to see him in a role like this i feel that i respect him more . 
there are two main types of villains in movies like this : the ones that are part of the story , and the ones that are devices . 
the villain in "" metro "" is no more than a device , but he is a darn good villain nonetheless . 
he is played by michael wincott , whose voice is pushed out in a abraded rasp , as if he smokes a cigarette between every take . 
wincott makes his villain , korda , as mean as could be , the classic type of villain who would push an old lady down a flight of stairs just for kicks , like richard widmark in "" kiss of death . "" 
and , in addition , wincott s physical appearance and mannerisms , in the film , actually reminded my of an arrogant friend i use to have , who is no longer on my good list . 
i liked "" metro , "" and i do not think would have worked with any other actor but eddie murphy . 
his past roles were the great ones but they were also a precursor to the maturing that would later take place , possibly from murphy s growing as a person , now having a family . 
 "" metro "" is a no-nonsense movie . 
it works as a buddy movie , which it does not overplay . 
it works as a dry comedy , which it does not overplay . 
it works as a suspense film , which it does not overplay . 
and it works as an action film , where it does have a tendency to occasionally go all-out . 
but who cares ? 
it still remains serious , and it does not overdo itself . 
oh , and there were plenty of explosions in "" metro , "" as well . 
how nice it was of the filmmakers to give us those . 
if there is one major objection i had to "" metro "" , it was the length , an area where a lot of action films seem to wear out their welcomes . 
 "" metro "" is a film that lasted a little too long , but it was still entertaining , and it gave me something to do while i waited for it to end . 
paul haynes "" >",1,0
"it's probably inevitable that the popular virtual reality genre ( "" the matrix , "" "" existenz "" ) would collide with the even more popular serial-killer genre ( "" kiss the girls , "" "" se7en "" ) . 
the result should have been more interesting than "" the cell . "" 
as the movie opens , therapist catharine deane ( jennifer lopez ) treats a catatonic boy ( colton james ) by entering his mind through some sort of virtual reality technique that's never fully explained . 
after months of therapy sessions in a surreal desert , catharine has no success to report . 
meanwhile , killer carl stargher ( vincent d'onofrio ) has claimed another victim . 
his particular hobby is to kidnap young women , keep them in a glass cell overnight , and drown them . 
he takes the corpse and soaks it in bleach , then suspends himself over the body and jerks off while watching a video tape of the drowning . 
although carl's been doing this for awhile , he's recently become sloppy , and fbi agent peter novak ( vince vaughn ) is closing in fast . 
not fast enough , though , to keep carl from sticking another woman ( tara subkoff ) in the cell or to catch him before he suffers a schizophrenic attack that leaves him in a coma . 
from the videos in carl's house , peter can see that the drowning cell is automated and will fill with water forty hours after the abduction . 
to save the kidnapped girl , peter has to find the cell before the end of the day , and comatose carl's not talking . 
so off they go to catharine in the hope that she can go inside carl's mind and find out where the cell is in time . 
the focus of "" the cell "" in on the ornate interior of carl's mind , but the universe director tarsem singh creates seems more an exercise in computer-generated spectacle than an exploration of the psychotic personality . 
for the most part , it's style without substance . 
in his own mind , carl is a decadent emperor in flowing robes , ming the merciless , as well as a frightened boy ( jake thomas ) abused by his father . 
all in all , the mind of a psycho killer turns out to be a strangely dull place , and i kept wishing i could fast-forward to the next development . 
singh is best known for directing music videos , particularly rem's "" losing my religion , "" and "" the cell "" seems very much like a really long , really slow mtv video with the sound deleted . 
singer lopez seems to think she's in a video as well ; she devotes more time to posing in elaborate costumes than she does to acting . 
the premise had great promise . 
the computer-generated world within carl's mind could have been a bizarre , surreal universe governed by insanity and symbolism rather than logic . 
the first room catharine enters in carl's head shows this promise . 
she finds a horse standing in center of the room ; suddenly , sheets of sharp-edged glass fall into the horse , dividing it into segments . 
the panes of glass separate , pulling apart the pieces of the still-living horse . 
this scene is twisted , disturbing , and thought-provoking , because the psychological importance of the horse and its fate is left to the viewer to ponder . 
another element that should have been developed is the effect on catharine of merging with the mind of a psychopath . 
their minds begin to bleed together at one point in the movie , and this should have provided an opportunity to discover the dark corners of catharine's own psyche . 
like sidney lumet's "" the offence "" or michael mann's "" manhunter , "" "" the cell "" could have explored how the madness of the killer brings out a repressed darkness in the investigator . 
however , catharine's character is hardly developed at all , and lopez has no depth to offer the role . 
bottom line : don't get trapped in this one .",1,0
"david schwimmer ( from the television series "" friends "" ) stars as a sensitive ( and slightly neurotic ) single guy who gets more than he expected from the grieving mother ( barbara hershey ) of a classmate he can't remember . 
hello mrs . robinson ! 
though quite cute as a romantic comedy , the pallbearer is paced like a funeral march . 
the characters act , react , and interact at half-speed , making for one * excruciatingly * long sit . 
 ( and what's with the dreary lighting ? ) 
co-writer/director matt reeves brings some snap to the story's midsection ; the film briefly comes to life when our hero attempts to resolve his feelings for * another * classmate ( a very appealing gwyneth paltrow ) . 
by this time , though , most viewers will have either fled or fallen asleep . 
those tough souls who stay with it can marvel at the sleepy-eyed schwimmer , a hound dog with a head cold , who can go for over an hour without ever changing his expression .",1,0
